n,a,m2,contagious_set,computation_time,timestamp
102,61,7,"[3, 25, 71, 77, 83, 89, 91]",0.029301881790161133,2025-12-17T21:46:32.603914
102,62,6,"[9, 21, 68, 77, 81, 93]",0.022176504135131836,2025-12-17T21:46:32.626206
102,64,4,"[14, 37, 43, 55]",0.014229774475097656,2025-12-17T21:46:32.640551
102,65,3,"[0, 34, 68]",0.00449061393737793,2025-12-17T21:46:32.645171
102,67,3,"[0, 3, 70]",0.0055844783782958984,2025-12-17T21:46:32.650896
102,68,21,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68, 72, 76, 80]",0.16942381858825684,2025-12-17T21:46:32.820440
102,70,3,"[11, 69, 75]",0.004952192306518555,2025-12-17T21:46:32.825492
102,71,3,"[0, 34, 68]",0.003500699996948242,2025-12-17T21:46:32.829051
102,73,5,"[20, 46, 47, 58, 81]",0.01498556137084961,2025-12-17T21:46:32.844086
102,74,7,"[11, 13, 17, 69, 75, 86, 94]",0.026653289794921875,2025-12-17T21:46:32.870819
102,76,8,"[4, 11, 13, 54, 69, 75, 86, 94]",0.036525726318359375,2025-12-17T21:46:32.907453
102,77,8,"[9, 12, 16, 27, 33, 44, 64, 68]",0.044614553451538086,2025-12-17T21:46:32.952167
102,79,8,"[4, 11, 13, 54, 69, 75, 86, 94]",0.037750244140625,2025-12-17T21:46:32.990033
102,80,7,"[10, 12, 29, 37, 48, 84, 98]",0.030286312103271484,2025-12-17T21:46:33.020429
102,82,6,"[0, 17, 34, 51, 68, 85]",0.0186922550201416,2025-12-17T21:46:33.039226
102,83,7,"[0, 20, 33, 58, 64, 92, 97]",0.03393268585205078,2025-12-17T21:46:33.073255
102,85,13,"[5, 10, 26, 33, 40, 53, 66, 72, 74, 76, 79, 84, 85]",0.12253046035766602,2025-12-17T21:46:33.195895
102,86,6,"[8, 27, 34, 40, 72, 91]",0.021226882934570312,2025-12-17T21:46:33.217234
102,88,6,"[0, 17, 34, 51, 68, 85]",0.01817464828491211,2025-12-17T21:46:33.235502
102,89,8,"[28, 53, 57, 69, 75, 83, 89, 91]",0.037286996841430664,2025-12-17T21:46:33.272915
102,91,7,"[19, 20, 25, 47, 69, 97, 99]",0.035030364990234375,2025-12-17T21:46:33.308050
102,92,8,"[28, 53, 57, 69, 75, 83, 89, 91]",0.0369105339050293,2025-12-17T21:46:33.345053
102,94,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.04102468490600586,2025-12-17T21:46:33.386267
102,95,6,"[6, 14, 19, 20, 80, 96]",0.024081707000732422,2025-12-17T21:46:33.410515
102,97,5,"[0, 1, 2, 3, 4]",0.01310420036315918,2025-12-17T21:46:33.423726
102,98,4,"[0, 1, 2, 3]",0.008081436157226562,2025-12-17T21:46:33.431864
102,100,3,"[0, 1, 2]",0.003954648971557617,2025-12-17T21:46:33.435873
102,101,2,"[31, 35]",0.0018999576568603516,2025-12-17T21:46:33.437808
103,1,2,"[31, 35]",0.001953601837158203,2025-12-17T21:46:33.439828
103,2,3,"[0, 1, 2]",0.004261970520019531,2025-12-17T21:46:33.444144
103,4,4,"[0, 1, 2, 3]",0.008350133895874023,2025-12-17T21:46:33.452816
103,5,5,"[0, 1, 2, 3, 4]",0.013328790664672852,2025-12-17T21:46:33.466238
103,6,2,"[0, 3]",0.0016551017761230469,2025-12-17T21:46:33.467980
103,7,7,"[0, 1, 2, 3, 4, 5, 6]",0.02743983268737793,2025-12-17T21:46:33.495466
103,8,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.03842449188232422,2025-12-17T21:46:33.533991
103,9,2,"[3, 94]",0.0018787384033203125,2025-12-17T21:46:33.535964
103,10,8,"[28, 53, 57, 69, 75, 83, 89, 91]",0.03773212432861328,2025-12-17T21:46:33.573740
103,11,7,"[0, 14, 28, 42, 56, 70, 84]",0.027751445770263672,2025-12-17T21:46:33.601651
103,12,4,"[0, 3, 15, 18]",0.00875997543334961,2025-12-17T21:46:33.610567
103,13,8,"[5, 15, 33, 44, 58, 68, 77, 93]",0.0376131534576416,2025-12-17T21:46:33.648329
103,14,7,"[0, 20, 33, 58, 64, 92, 97]",0.03395557403564453,2025-12-17T21:46:33.682382
103,15,6,"[0, 3, 18, 21, 36, 39]",0.016971111297607422,2025-12-17T21:46:33.699454
103,16,5,"[3, 29, 64, 71, 77]",0.012959480285644531,2025-12-17T21:46:33.712551
103,17,7,"[0, 14, 28, 42, 56, 70, 84]",0.02531290054321289,2025-12-17T21:46:33.737936
103,18,6,"[5, 8, 29, 84, 90, 98]",0.01931905746459961,2025-12-17T21:46:33.757360
103,19,8,"[3, 11, 25, 27, 29, 64, 71, 77]",0.03954505920410156,2025-12-17T21:46:33.796998
103,20,5,"[0, 20, 40, 60, 80]",0.013254404067993164,2025-12-17T21:46:33.810347
103,21,7,"[3, 25, 71, 77, 83, 89, 91]",0.027157306671142578,2025-12-17T21:46:33.837600
103,22,7,"[20, 21, 31, 68, 77, 81, 93]",0.03014516830444336,2025-12-17T21:46:33.867834
103,23,5,"[0, 20, 40, 60, 80]",0.01171731948852539,2025-12-17T21:46:33.879656
103,24,7,"[3, 25, 71, 77, 83, 89, 91]",0.027060747146606445,2025-12-17T21:46:33.906796
103,25,4,"[0, 25, 50, 75]",0.007833719253540039,2025-12-17T21:46:33.914726
103,26,8,"[28, 53, 57, 69, 75, 83, 89, 91]",0.0369870662689209,2025-12-17T21:46:33.951795
103,27,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.03578019142150879,2025-12-17T21:46:33.987678
103,28,4,"[0, 25, 50, 75]",0.007601499557495117,2025-12-17T21:46:33.995381
103,29,6,"[8, 27, 34, 40, 72, 91]",0.0221254825592041,2025-12-17T21:46:34.017597
103,30,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.03463244438171387,2025-12-17T21:46:34.052312
103,31,7,"[3, 14, 28, 31, 35, 81, 94]",0.02648448944091797,2025-12-17T21:46:34.078895
103,32,7,"[13, 22, 38, 64, 77, 80, 81]",0.03130769729614258,2025-12-17T21:46:34.110299
103,33,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.034151554107666016,2025-12-17T21:46:34.144552
103,34,8,"[0, 2, 41, 62, 67, 69, 76, 99]",0.04371905326843262,2025-12-17T21:46:34.188380
103,35,8,"[20, 26, 34, 45, 47, 85, 87, 89]",0.04120016098022461,2025-12-17T21:46:34.229689
103,36,8,"[20, 28, 34, 48, 59, 71, 81, 88]",0.03826546669006348,2025-12-17T21:46:34.268055
103,37,6,"[0, 17, 34, 51, 68, 85]",0.019938230514526367,2025-12-17T21:46:34.288093
103,38,7,"[3, 25, 71, 77, 83, 89, 91]",0.02696394920349121,2025-12-17T21:46:34.315151
103,39,7,"[0, 14, 28, 42, 56, 70, 84]",0.029422998428344727,2025-12-17T21:46:34.344674
103,40,5,"[0, 20, 40, 60, 80]",0.012444496154785156,2025-12-17T21:46:34.357215
103,41,7,"[7, 13, 31, 43, 51, 93, 102]",0.03232073783874512,2025-12-17T21:46:34.389633
103,42,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.035149335861206055,2025-12-17T21:46:34.424883
103,43,5,"[0, 20, 40, 60, 80]",0.014508485794067383,2025-12-17T21:46:34.439499
103,44,5,"[33, 51, 54, 74, 95]",0.014879465103149414,2025-12-17T21:46:34.454479
103,45,7,"[27, 40, 50, 58, 63, 82, 83]",0.03178715705871582,2025-12-17T21:46:34.486363
103,46,7,"[7, 13, 31, 43, 51, 93, 102]",0.03624224662780762,2025-12-17T21:46:34.522708
103,47,4,"[0, 3, 50, 53]",0.007970333099365234,2025-12-17T21:46:34.530788
103,48,8,"[21, 27, 33, 54, 67, 69, 70, 77]",0.04170942306518555,2025-12-17T21:46:34.572615
103,49,6,"[10, 15, 48, 58, 68, 70]",0.020935773849487305,2025-12-17T21:46:34.593656
103,50,2,"[0, 3]",0.0017304420471191406,2025-12-17T21:46:34.595485
103,51,4,"[0, 1, 2, 3]",0.009856224060058594,2025-12-17T21:46:34.605395
103,52,4,"[0, 1, 2, 3]",0.009032487869262695,2025-12-17T21:46:34.614533
103,53,2,"[0, 3]",0.0016922950744628906,2025-12-17T21:46:34.616311
103,54,6,"[10, 15, 48, 58, 68, 70]",0.02134251594543457,2025-12-17T21:46:34.637694
103,55,8,"[21, 27, 33, 54, 67, 69, 70, 77]",0.04193449020385742,2025-12-17T21:46:34.679741
103,56,4,"[0, 3, 59, 62]",0.007977485656738281,2025-12-17T21:46:34.687831
103,57,7,"[7, 13, 31, 43, 51, 93, 102]",0.037038564682006836,2025-12-17T21:46:34.724931
103,58,7,"[27, 40, 50, 58, 63, 82, 83]",0.03057384490966797,2025-12-17T21:46:34.755715
103,59,5,"[33, 51, 54, 74, 95]",0.014841794967651367,2025-12-17T21:46:34.770664
103,60,5,"[0, 20, 40, 60, 80]",0.012168645858764648,2025-12-17T21:46:34.782925
103,61,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.03474617004394531,2025-12-17T21:46:34.817758
103,62,7,"[7, 13, 31, 43, 51, 93, 102]",0.03258681297302246,2025-12-17T21:46:34.850441
103,63,5,"[0, 20, 40, 60, 80]",0.013246297836303711,2025-12-17T21:46:34.863788
103,64,7,"[0, 14, 28, 42, 56, 70, 84]",0.028287649154663086,2025-12-17T21:46:34.892168
103,65,7,"[3, 25, 71, 77, 83, 89, 91]",0.027369022369384766,2025-12-17T21:46:34.919642
103,66,6,"[0, 17, 34, 51, 68, 85]",0.019347190856933594,2025-12-17T21:46:34.939149
103,67,8,"[20, 28, 34, 48, 59, 71, 81, 88]",0.03866124153137207,2025-12-17T21:46:34.977923
103,68,8,"[20, 26, 34, 45, 47, 85, 87, 89]",0.03960084915161133,2025-12-17T21:46:35.017665
103,69,8,"[0, 2, 41, 62, 67, 69, 76, 99]",0.04356098175048828,2025-12-17T21:46:35.061322
103,70,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.035140275955200195,2025-12-17T21:46:35.096564
103,71,7,"[13, 22, 38, 64, 77, 80, 81]",0.031491756439208984,2025-12-17T21:46:35.128154
103,72,7,"[3, 14, 28, 31, 35, 81, 94]",0.02695488929748535,2025-12-17T21:46:35.155206
103,73,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.034897565841674805,2025-12-17T21:46:35.190197
103,74,6,"[8, 27, 34, 40, 72, 91]",0.02276754379272461,2025-12-17T21:46:35.213068
103,75,4,"[0, 25, 50, 75]",0.0076062679290771484,2025-12-17T21:46:35.220883
103,76,8,"[0, 12, 24, 36, 48, 60, 72, 84]",0.03564596176147461,2025-12-17T21:46:35.256609
103,77,8,"[28, 53, 57, 69, 75, 83, 89, 91]",0.037077903747558594,2025-12-17T21:46:35.293784
103,78,4,"[0, 25, 50, 75]",0.007894039154052734,2025-12-17T21:46:35.301778
103,79,7,"[3, 25, 71, 77, 83, 89, 91]",0.026926755905151367,2025-12-17T21:46:35.328782
103,80,5,"[0, 20, 40, 60, 80]",0.011703729629516602,2025-12-17T21:46:35.340578
103,81,7,"[20, 21, 31, 68, 77, 81, 93]",0.02933192253112793,2025-12-17T21:46:35.369983
103,82,7,"[3, 25, 71, 77, 83, 89, 91]",0.027703523635864258,2025-12-17T21:46:35.397767
103,83,5,"[0, 20, 40, 60, 80]",0.013356924057006836,2025-12-17T21:46:35.411219
103,84,8,"[3, 11, 25, 27, 29, 64, 71, 77]",0.04054594039916992,2025-12-17T21:46:35.451859
103,85,6,"[5, 8, 29, 84, 90, 98]",0.020791053771972656,2025-12-17T21:46:35.472749
103,86,7,"[0, 14, 28, 42, 56, 70, 84]",0.02584362030029297,2025-12-17T21:46:35.498702
103,87,5,"[3, 29, 64, 71, 77]",0.013006210327148438,2025-12-17T21:46:35.511858
103,88,6,"[0, 3, 79, 82, 91, 94]",0.01674365997314453,2025-12-17T21:46:35.528701
103,89,7,"[0, 20, 33, 58, 64, 92, 97]",0.033843278884887695,2025-12-17T21:46:35.562616
103,90,8,"[5, 15, 33, 44, 58, 68, 77, 93]",0.03735804557800293,2025-12-17T21:46:35.600167
103,91,4,"[0, 3, 94, 97]",0.00819540023803711,2025-12-17T21:46:35.608458
103,92,7,"[0, 14, 28, 42, 56, 70, 84]",0.028644084930419922,2025-12-17T21:46:35.637164
103,93,8,"[28, 53, 57, 69, 75, 83, 89, 91]",0.039072513580322266,2025-12-17T21:46:35.676335
103,94,2,"[3, 94]",0.001911163330078125,2025-12-17T21:46:35.678351
103,95,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.03899645805358887,2025-12-17T21:46:35.717392
103,96,7,"[0, 1, 2, 3, 4, 5, 6]",0.027663230895996094,2025-12-17T21:46:35.745150
103,97,2,"[0, 3]",0.0016841888427734375,2025-12-17T21:46:35.746934
103,98,5,"[0, 1, 2, 3, 4]",0.01357579231262207,2025-12-17T21:46:35.760565
103,99,4,"[0, 1, 2, 3]",0.008295774459838867,2025-12-17T21:46:35.768942
103,101,3,"[0, 1, 2]",0.004125356674194336,2025-12-17T21:46:35.773155
103,102,2,"[31, 35]",0.0025222301483154297,2025-12-17T21:46:35.775753
104,1,2,"[31, 35]",0.0019237995147705078,2025-12-17T21:46:35.777818
104,2,3,"[0, 1, 2]",0.004187583923339844,2025-12-17T21:46:35.782071
104,4,4,"[0, 1, 2, 3]",0.008326530456542969,2025-12-17T21:46:35.790486
104,5,5,"[0, 1, 2, 3, 4]",0.013496160507202148,2025-12-17T21:46:35.804068
104,6,2,"[0, 3]",0.0016720294952392578,2025-12-17T21:46:35.805815
104,7,7,"[0, 1, 2, 3, 4, 5, 6]",0.027825355529785156,2025-12-17T21:46:35.833694
104,8,7,"[3, 25, 71, 77, 83, 89, 91]",0.03049945831298828,2025-12-17T21:46:35.864297
104,9,2,"[5, 103]",0.0030438899993896484,2025-12-17T21:46:35.867435
104,10,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.034595489501953125,2025-12-17T21:46:35.902081
104,11,9,"[10, 12, 29, 35, 37, 48, 58, 84, 98]",0.05739879608154297,2025-12-17T21:46:35.959580
104,12,4,"[0, 3, 15, 18]",0.008262157440185547,2025-12-17T21:46:35.967943
104,13,11,"[8, 24, 35, 42, 44, 51, 65, 82, 84, 86, 98]",0.1005699634552002,2025-12-17T21:46:36.068586
104,14,6,"[0, 17, 34, 51, 68, 85]",0.018489599227905273,2025-12-17T21:46:36.087185
104,15,6,"[0, 3, 18, 21, 36, 39]",0.017087459564208984,2025-12-17T21:46:36.104358
104,16,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.03676199913024902,2025-12-17T21:46:36.141217
104,17,7,"[0, 14, 28, 42, 56, 70, 84]",0.02463078498840332,2025-12-17T21:46:36.166025
104,18,7,"[3, 25, 71, 77, 83, 89, 91]",0.02507925033569336,2025-12-17T21:46:36.191195
104,19,4,"[5, 58, 68, 93]",0.009808063507080078,2025-12-17T21:46:36.201083
104,20,7,"[17, 28, 46, 51, 63, 65, 74]",0.031098604202270508,2025-12-17T21:46:36.232257
104,21,7,"[3, 25, 71, 77, 83, 89, 91]",0.02773451805114746,2025-12-17T21:46:36.260081
104,22,6,"[28, 53, 69, 83, 89, 91]",0.02067708969116211,2025-12-17T21:46:36.280861
104,23,4,"[0, 26, 52, 78]",0.008474111557006836,2025-12-17T21:46:36.289436
104,24,7,"[3, 25, 71, 77, 83, 89, 91]",0.02545475959777832,2025-12-17T21:46:36.314985
104,25,8,"[4, 11, 13, 54, 69, 75, 86, 94]",0.036046743392944336,2025-12-17T21:46:36.351145
104,26,15,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84]",0.1263740062713623,2025-12-17T21:46:36.477627
104,27,9,"[3, 4, 11, 27, 54, 69, 75, 86, 94]",0.04755043983459473,2025-12-17T21:46:36.525277
104,28,8,"[20, 26, 34, 45, 46, 47, 81, 85]",0.03844928741455078,2025-12-17T21:46:36.563832
104,29,4,"[0, 26, 52, 78]",0.008517980575561523,2025-12-17T21:46:36.572458
104,30,8,"[9, 21, 68, 77, 81, 82, 87, 89]",0.04064488410949707,2025-12-17T21:46:36.613195
104,31,6,"[0, 17, 34, 51, 68, 85]",0.018722057342529297,2025-12-17T21:46:36.632055
104,32,7,"[28, 35, 53, 57, 69, 75, 103]",0.029984712600708008,2025-12-17T21:46:36.662136
104,33,8,"[0, 20, 35, 43, 54, 89, 97, 103]",0.04126763343811035,2025-12-17T21:46:36.703507
104,34,8,"[5, 12, 33, 44, 45, 77, 93, 103]",0.038260459899902344,2025-12-17T21:46:36.741895
104,35,8,"[0, 13, 22, 33, 58, 64, 92, 97]",0.042403221130371094,2025-12-17T21:46:36.784400
104,36,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.03793978691101074,2025-12-17T21:46:36.822459
104,37,8,"[19, 25, 38, 47, 64, 77, 80, 81]",0.04400467872619629,2025-12-17T21:46:36.866561
104,38,6,"[0, 35, 57, 75, 97, 103]",0.019823312759399414,2025-12-17T21:46:36.886491
104,39,11,"[0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90]",0.08192586898803711,2025-12-17T21:46:36.968528
104,40,7,"[3, 25, 71, 77, 83, 89, 91]",0.027988910675048828,2025-12-17T21:46:36.996612
104,41,4,"[8, 24, 73, 90]",0.010054349899291992,2025-12-17T21:46:37.006762
104,42,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.035346031188964844,2025-12-17T21:46:37.042188
104,43,6,"[4, 7, 29, 41, 98, 99]",0.021982192993164062,2025-12-17T21:46:37.064292
104,44,5,"[5, 58, 68, 93, 103]",0.013751745223999023,2025-12-17T21:46:37.078142
104,45,5,"[20, 31, 34, 48, 59]",0.017291784286499023,2025-12-17T21:46:37.095519
104,46,4,"[14, 37, 43, 55]",0.011766195297241211,2025-12-17T21:46:37.107391
104,47,8,"[5, 12, 33, 44, 45, 77, 93, 103]",0.03776121139526367,2025-12-17T21:46:37.145246
104,48,8,"[7, 21, 27, 30, 51, 52, 61, 62]",0.05025959014892578,2025-12-17T21:46:37.195619
104,49,2,"[0, 52]",0.0007655620574951172,2025-12-17T21:46:37.196490
104,50,6,"[26, 34, 45, 47, 85, 89]",0.022361278533935547,2025-12-17T21:46:37.218890
104,51,5,"[0, 1, 2, 3, 4]",0.013367414474487305,2025-12-17T21:46:37.232361
104,53,5,"[0, 1, 2, 3, 4]",0.013742208480834961,2025-12-17T21:46:37.246238
104,54,6,"[26, 34, 45, 47, 85, 89]",0.022226572036743164,2025-12-17T21:46:37.268546
104,55,2,"[0, 52]",0.0007407665252685547,2025-12-17T21:46:37.269428
104,56,8,"[7, 21, 27, 30, 51, 52, 61, 62]",0.049922943115234375,2025-12-17T21:46:37.319393
104,57,8,"[5, 12, 33, 44, 45, 77, 93, 103]",0.03691744804382324,2025-12-17T21:46:37.356417
104,58,4,"[14, 37, 43, 55]",0.011327505111694336,2025-12-17T21:46:37.367837
104,59,5,"[20, 31, 34, 48, 59]",0.015857458114624023,2025-12-17T21:46:37.383778
104,60,5,"[5, 58, 68, 93, 103]",0.014168500900268555,2025-12-17T21:46:37.398048
104,61,6,"[4, 7, 29, 41, 98, 99]",0.02232217788696289,2025-12-17T21:46:37.420435
104,62,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.03568863868713379,2025-12-17T21:46:37.456247
104,63,4,"[8, 24, 73, 90]",0.009686470031738281,2025-12-17T21:46:37.466091
104,64,7,"[3, 25, 71, 77, 83, 89, 91]",0.028329133987426758,2025-12-17T21:46:37.494497
104,65,11,"[0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90]",0.08248019218444824,2025-12-17T21:46:37.577075
104,66,6,"[0, 35, 57, 75, 97, 103]",0.01938486099243164,2025-12-17T21:46:37.596552
104,67,8,"[19, 25, 38, 47, 64, 77, 80, 81]",0.04344010353088379,2025-12-17T21:46:37.640074
104,68,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.038338422775268555,2025-12-17T21:46:37.678515
104,69,8,"[0, 13, 22, 33, 58, 64, 92, 97]",0.04220223426818848,2025-12-17T21:46:37.720824
104,70,8,"[5, 12, 33, 44, 45, 77, 93, 103]",0.03754830360412598,2025-12-17T21:46:37.758573
104,71,8,"[0, 20, 35, 43, 54, 89, 97, 103]",0.040633201599121094,2025-12-17T21:46:37.799305
104,72,7,"[28, 35, 53, 57, 69, 75, 103]",0.031432390213012695,2025-12-17T21:46:37.830834
104,73,6,"[0, 17, 34, 51, 68, 85]",0.018416404724121094,2025-12-17T21:46:37.849347
104,74,8,"[9, 21, 68, 77, 81, 82, 87, 89]",0.04083847999572754,2025-12-17T21:46:37.890368
104,75,4,"[0, 26, 52, 78]",0.007726907730102539,2025-12-17T21:46:37.898197
104,76,8,"[20, 26, 34, 45, 46, 47, 81, 85]",0.03679323196411133,2025-12-17T21:46:37.935073
104,77,9,"[3, 4, 11, 27, 54, 69, 75, 86, 94]",0.04397702217102051,2025-12-17T21:46:37.979150
104,78,15,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84]",0.12412095069885254,2025-12-17T21:46:38.103369
104,79,8,"[4, 11, 13, 54, 69, 75, 86, 94]",0.03537344932556152,2025-12-17T21:46:38.138855
104,80,7,"[3, 25, 71, 77, 83, 89, 91]",0.025815725326538086,2025-12-17T21:46:38.164770
104,81,4,"[0, 26, 52, 78]",0.007751941680908203,2025-12-17T21:46:38.172626
104,82,6,"[28, 53, 69, 83, 89, 91]",0.019774436950683594,2025-12-17T21:46:38.192481
104,83,7,"[3, 25, 71, 77, 83, 89, 91]",0.026450395584106445,2025-12-17T21:46:38.219102
104,84,7,"[17, 28, 46, 51, 63, 65, 74]",0.031090736389160156,2025-12-17T21:46:38.250295
104,85,4,"[5, 58, 68, 93]",0.009811162948608398,2025-12-17T21:46:38.260209
104,86,7,"[3, 25, 71, 77, 83, 89, 91]",0.025864124298095703,2025-12-17T21:46:38.286170
104,87,7,"[0, 14, 28, 42, 56, 70, 84]",0.02569866180419922,2025-12-17T21:46:38.312025
104,88,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.036980390548706055,2025-12-17T21:46:38.349110
104,89,6,"[0, 3, 80, 83, 92, 95]",0.017874717712402344,2025-12-17T21:46:38.367079
104,90,6,"[0, 17, 34, 51, 68, 85]",0.018822431564331055,2025-12-17T21:46:38.385991
104,91,11,"[8, 24, 35, 42, 44, 51, 65, 82, 84, 86, 98]",0.09976053237915039,2025-12-17T21:46:38.485930
104,92,4,"[0, 3, 95, 98]",0.00868844985961914,2025-12-17T21:46:38.494727
104,93,9,"[10, 12, 29, 35, 37, 48, 58, 84, 98]",0.06058645248413086,2025-12-17T21:46:38.555410
104,94,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.036221981048583984,2025-12-17T21:46:38.591754
104,95,2,"[5, 103]",0.0031130313873291016,2025-12-17T21:46:38.594976
104,96,7,"[3, 25, 71, 77, 83, 89, 91]",0.03148841857910156,2025-12-17T21:46:38.626521
104,97,7,"[0, 1, 2, 3, 4, 5, 6]",0.028458595275878906,2025-12-17T21:46:38.655071
104,98,2,"[0, 3]",0.0016853809356689453,2025-12-17T21:46:38.656853
104,99,5,"[0, 1, 2, 3, 4]",0.014165401458740234,2025-12-17T21:46:38.671062
104,100,4,"[0, 1, 2, 3]",0.008668184280395508,2025-12-17T21:46:38.679839
104,102,3,"[0, 1, 2]",0.00430607795715332,2025-12-17T21:46:38.684216
104,103,2,"[31, 35]",0.0020215511322021484,2025-12-17T21:46:38.686294
105,1,2,"[31, 35]",0.002003908157348633,2025-12-17T21:46:38.688366
105,2,3,"[0, 1, 2]",0.004890918731689453,2025-12-17T21:46:38.693295
105,4,4,"[0, 1, 2, 3]",0.00926518440246582,2025-12-17T21:46:38.702659
105,5,5,"[0, 1, 2, 3, 4]",0.01422119140625,2025-12-17T21:46:38.716983
105,7,7,"[0, 1, 2, 3, 4, 5, 6]",0.030619382858276367,2025-12-17T21:46:38.747701
105,8,7,"[3, 25, 71, 77, 83, 89, 91]",0.03433060646057129,2025-12-17T21:46:38.782131
105,10,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.041348934173583984,2025-12-17T21:46:38.823596
105,11,8,"[0, 13, 22, 33, 58, 64, 92, 97]",0.05813241004943848,2025-12-17T21:46:38.881829
105,13,8,"[8, 10, 30, 62, 72, 93, 97, 104]",0.054595947265625,2025-12-17T21:46:38.936547
105,14,8,"[0, 20, 35, 43, 54, 89, 97, 103]",0.0509641170501709,2025-12-17T21:46:38.987614
105,16,6,"[0, 41, 62, 67, 76, 99]",0.02327251434326172,2025-12-17T21:46:39.010985
105,17,6,"[0, 17, 34, 51, 68, 85]",0.01865530014038086,2025-12-17T21:46:39.029738
105,19,6,"[13, 38, 64, 77, 80, 81]",0.025936365127563477,2025-12-17T21:46:39.055837
105,20,6,"[0, 17, 34, 51, 68, 85]",0.01851487159729004,2025-12-17T21:46:39.074456
105,22,8,"[27, 40, 50, 58, 63, 82, 83, 91]",0.04357099533081055,2025-12-17T21:46:39.118113
105,23,7,"[28, 41, 71, 81, 87, 88, 98]",0.03114604949951172,2025-12-17T21:46:39.149357
105,25,7,"[0, 9, 28, 29, 70, 75, 90]",0.03328990936279297,2025-12-17T21:46:39.182746
105,26,8,"[4, 11, 13, 54, 69, 75, 86, 94]",0.03693056106567383,2025-12-17T21:46:39.219787
105,28,7,"[11, 13, 17, 69, 75, 86, 94]",0.026552200317382812,2025-12-17T21:46:39.246525
105,29,6,"[20, 35, 46, 48, 58, 81]",0.021737098693847656,2025-12-17T21:46:39.268345
105,31,5,"[20, 26, 45, 47, 85]",0.014257431030273438,2025-12-17T21:46:39.282676
105,32,3,"[0, 35, 70]",0.0036067962646484375,2025-12-17T21:46:39.286371
105,34,2,"[3, 77]",0.0024192333221435547,2025-12-17T21:46:39.288830
105,35,31,"[1, 9, 13, 20, 25, 30, 32, 36, 37, 38, 44, 45, 48, 49, 54, 56, 58, 59, 61, 69, 73, 75, 77, 81, 85, 86, 89, 101, 102, 103, 104]",0.26519012451171875,2025-12-17T21:46:39.554067
105,37,3,"[35, 75, 103]",0.005346059799194336,2025-12-17T21:46:39.559514
105,38,3,"[0, 35, 70]",0.003705739974975586,2025-12-17T21:46:39.563261
105,40,5,"[14, 34, 68, 87, 96]",0.01719832420349121,2025-12-17T21:46:39.580504
105,41,7,"[3, 25, 71, 77, 83, 89, 91]",0.02692103385925293,2025-12-17T21:46:39.607513
105,43,7,"[3, 25, 71, 77, 83, 89, 91]",0.026634693145751953,2025-12-17T21:46:39.634238
105,44,8,"[0, 20, 41, 67, 69, 76, 97, 99]",0.04290652275085449,2025-12-17T21:46:39.677246
105,46,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.03542280197143555,2025-12-17T21:46:39.712844
105,47,8,"[10, 12, 29, 35, 37, 48, 58, 98]",0.041053056716918945,2025-12-17T21:46:39.753998
105,49,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.0354156494140625,2025-12-17T21:46:39.789521
105,50,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.03572487831115723,2025-12-17T21:46:39.825342
105,52,4,"[0, 1, 2, 3]",0.009163618087768555,2025-12-17T21:46:39.834612
105,53,4,"[0, 1, 2, 3]",0.009378910064697266,2025-12-17T21:46:39.844048
105,55,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.03565573692321777,2025-12-17T21:46:39.879780
105,56,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.03618168830871582,2025-12-17T21:46:39.916052
105,58,8,"[10, 12, 29, 35, 37, 48, 58, 98]",0.04184460639953613,2025-12-17T21:46:39.957998
105,59,8,"[0, 13, 26, 39, 52, 65, 78, 91]",0.037779808044433594,2025-12-17T21:46:39.995879
