n,a,m2,contagious_set,computation_time,timestamp
173,139,5,"[0, 34, 68, 102, 136]",0.021889209747314453,2025-12-17T21:54:03.780543
173,140,11,"[0, 15, 30, 45, 60, 75, 90, 105, 120, 135, 150]",0.09979701042175293,2025-12-17T21:54:03.880514
173,141,11,"[18, 41, 43, 62, 69, 97, 118, 136, 155, 162, 165]",0.10355472564697266,2025-12-17T21:54:03.984215
173,142,6,"[0, 28, 56, 84, 112, 140]",0.02694988250732422,2025-12-17T21:54:04.011298
173,143,9,"[41, 56, 62, 69, 97, 118, 136, 142, 163]",0.06737923622131348,2025-12-17T21:54:04.078780
173,144,10,"[20, 52, 66, 80, 107, 133, 144, 149, 158, 168]",0.08537745475769043,2025-12-17T21:54:04.164284
173,145,11,"[8, 14, 16, 56, 58, 68, 80, 83, 102, 142, 163]",0.0955958366394043,2025-12-17T21:54:04.260146
173,146,11,"[0, 15, 30, 45, 60, 75, 90, 105, 120, 135, 150]",0.0956411361694336,2025-12-17T21:54:04.355970
173,147,7,"[20, 75, 92, 141, 147, 158, 160]",0.0398716926574707,2025-12-17T21:54:04.396040
173,148,11,"[35, 36, 54, 67, 80, 101, 117, 127, 145, 164, 167]",0.0964212417602539,2025-12-17T21:54:04.492589
173,149,8,"[0, 21, 42, 63, 84, 105, 126, 147]",0.04999494552612305,2025-12-17T21:54:04.542692
173,150,6,"[11, 17, 49, 92, 147, 158]",0.029165267944335938,2025-12-17T21:54:04.571968
173,151,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.06252288818359375,2025-12-17T21:54:04.634597
173,152,7,"[0, 24, 48, 72, 96, 120, 144]",0.038898468017578125,2025-12-17T21:54:04.673636
173,153,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.0849447250366211,2025-12-17T21:54:04.758715
173,154,10,"[17, 49, 71, 84, 89, 102, 130, 137, 164, 168]",0.10175704956054688,2025-12-17T21:54:04.860596
173,155,8,"[0, 21, 42, 63, 84, 105, 126, 147]",0.04656338691711426,2025-12-17T21:54:04.907338
173,156,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.07442450523376465,2025-12-17T21:54:04.981988
173,157,12,"[32, 44, 49, 75, 77, 97, 103, 107, 141, 145, 157, 170]",0.13100910186767578,2025-12-17T21:54:05.113112
173,158,4,"[67, 137, 143, 149]",0.017858266830444336,2025-12-17T21:54:05.131107
173,159,13,"[6, 9, 27, 40, 51, 56, 57, 58, 78, 89, 97, 117, 120]",0.15715765953063965,2025-12-17T21:54:05.288389
173,160,11,"[35, 56, 63, 67, 92, 102, 109, 130, 137, 143, 149]",0.11066865921020508,2025-12-17T21:54:05.399183
173,161,4,"[0, 3, 164, 167]",0.014908790588378906,2025-12-17T21:54:05.414213
173,162,11,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.08844184875488281,2025-12-17T21:54:05.502784
173,163,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.07536554336547852,2025-12-17T21:54:05.578267
173,164,2,"[11, 17]",0.006521463394165039,2025-12-17T21:54:05.584907
173,165,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.05122065544128418,2025-12-17T21:54:05.636199
173,166,7,"[0, 1, 2, 3, 4, 5, 6]",0.03645586967468262,2025-12-17T21:54:05.672761
173,167,2,"[0, 3]",0.004073143005371094,2025-12-17T21:54:05.676950
173,168,5,"[0, 1, 2, 3, 4]",0.020397424697875977,2025-12-17T21:54:05.697430
173,169,4,"[0, 1, 2, 3]",0.01418304443359375,2025-12-17T21:54:05.711690
173,171,3,"[0, 1, 2]",0.007644176483154297,2025-12-17T21:54:05.719419
173,172,2,"[90, 94]",0.0072939395904541016,2025-12-17T21:54:05.726795
174,1,2,"[55, 59]",0.005017280578613281,2025-12-17T21:54:05.731935
174,2,3,"[0, 1, 2]",0.009699821472167969,2025-12-17T21:54:05.741706
174,4,4,"[0, 1, 2, 3]",0.013497352600097656,2025-12-17T21:54:05.755348
174,5,5,"[0, 1, 2, 3, 4]",0.02046942710876465,2025-12-17T21:54:05.775931
174,7,7,"[0, 1, 2, 3, 4, 5, 6]",0.03535962104797363,2025-12-17T21:54:05.811476
174,8,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.047577619552612305,2025-12-17T21:54:05.859167
174,10,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0717008113861084,2025-12-17T21:54:05.930989
174,11,11,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.094207763671875,2025-12-17T21:54:06.025395
174,13,11,"[35, 56, 63, 67, 92, 102, 109, 130, 137, 143, 149]",0.10697150230407715,2025-12-17T21:54:06.132603
174,14,13,"[16, 20, 35, 38, 39, 54, 59, 81, 85, 98, 104, 106, 138]",0.1596510410308838,2025-12-17T21:54:06.292385
174,16,12,"[32, 44, 49, 75, 83, 97, 103, 107, 141, 157, 170, 173]",0.12069344520568848,2025-12-17T21:54:06.413215
174,17,11,"[27, 39, 41, 50, 76, 95, 129, 138, 155, 160, 163]",0.09395980834960938,2025-12-17T21:54:06.507411
174,19,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.06229662895202637,2025-12-17T21:54:06.569914
174,20,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.07573962211608887,2025-12-17T21:54:06.645844
174,22,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.05789017677307129,2025-12-17T21:54:06.703864
174,23,11,"[27, 39, 41, 50, 76, 95, 129, 138, 155, 160, 163]",0.09914851188659668,2025-12-17T21:54:06.803215
174,25,10,"[36, 54, 67, 80, 101, 117, 127, 145, 164, 167]",0.07787752151489258,2025-12-17T21:54:06.881307
174,26,6,"[0, 29, 58, 87, 116, 145]",0.025542259216308594,2025-12-17T21:54:06.906982
174,28,7,"[18, 43, 62, 136, 155, 162, 165]",0.043253183364868164,2025-12-17T21:54:06.950387
174,29,22,"[7, 9, 27, 29, 45, 66, 67, 71, 80, 84, 88, 89, 102, 111, 130, 137, 148, 152, 157, 164, 165, 170]",0.4476742744445801,2025-12-17T21:54:07.398270
174,31,5,"[0, 34, 68, 102, 136]",0.019580602645874023,2025-12-17T21:54:07.417976
174,32,6,"[0, 29, 58, 87, 116, 145]",0.0257718563079834,2025-12-17T21:54:07.443853
174,34,11,"[18, 41, 43, 62, 68, 97, 118, 136, 155, 162, 165]",0.09085774421691895,2025-12-17T21:54:07.534907
174,35,12,"[1, 39, 40, 55, 56, 71, 87, 107, 108, 114, 139, 150]",0.12421321868896484,2025-12-17T21:54:07.659238
174,37,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.08254742622375488,2025-12-17T21:54:07.741915
174,38,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.057378530502319336,2025-12-17T21:54:07.799510
174,40,10,"[11, 24, 31, 67, 88, 91, 97, 117, 137, 154]",0.08301639556884766,2025-12-17T21:54:07.882639
174,41,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.061827898025512695,2025-12-17T21:54:07.944590
174,43,10,"[17, 31, 76, 79, 80, 84, 129, 159, 169, 170]",0.09397411346435547,2025-12-17T21:54:08.038682
174,44,10,"[17, 31, 76, 79, 80, 84, 129, 159, 169, 170]",0.09600305557250977,2025-12-17T21:54:08.134812
174,46,12,"[1, 39, 40, 55, 56, 71, 87, 107, 108, 114, 139, 150]",0.11674642562866211,2025-12-17T21:54:08.251689
174,47,9,"[2, 26, 34, 67, 76, 135, 141, 169, 170]",0.06731247901916504,2025-12-17T21:54:08.319128
174,49,10,"[18, 33, 61, 67, 76, 80, 101, 117, 165, 171]",0.0805046558380127,2025-12-17T21:54:08.399764
174,50,9,"[2, 26, 34, 67, 76, 135, 141, 169, 170]",0.07261943817138672,2025-12-17T21:54:08.472642
174,52,8,"[0, 3, 55, 58, 110, 113, 165, 168]",0.04648256301879883,2025-12-17T21:54:08.519245
174,53,5,"[18, 53, 68, 165, 171]",0.0225369930267334,2025-12-17T21:54:08.541898
174,55,3,"[0, 58, 116]",0.0064122676849365234,2025-12-17T21:54:08.548407
174,56,4,"[0, 3, 59, 62]",0.013257741928100586,2025-12-17T21:54:08.561762
174,58,35,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68, 72, 76, 80, 84, 88, 92, 96, 100, 104, 108, 112, 116, 120, 124, 128, 132, 136]",0.5555648803710938,2025-12-17T21:54:09.117538
174,59,3,"[0, 3, 62]",0.00921177864074707,2025-12-17T21:54:09.126870
174,61,3,"[0, 58, 116]",0.006491422653198242,2025-12-17T21:54:09.133483
174,62,6,"[0, 3, 65, 68, 130, 133]",0.026056289672851562,2025-12-17T21:54:09.159651
174,64,8,"[0, 3, 27, 30, 67, 70, 134, 137]",0.04443001747131348,2025-12-17T21:54:09.204260
174,65,5,"[18, 53, 68, 165, 171]",0.02327871322631836,2025-12-17T21:54:09.227650
174,67,11,"[26, 39, 41, 45, 60, 63, 90, 104, 143, 158, 170]",0.11956429481506348,2025-12-17T21:54:09.347315
174,68,11,"[0, 28, 40, 45, 67, 75, 87, 111, 116, 128, 129]",0.10309863090515137,2025-12-17T21:54:09.450545
174,70,11,"[11, 20, 31, 67, 75, 96, 117, 137, 141, 154, 160]",0.09880256652832031,2025-12-17T21:54:09.549547
174,71,9,"[35, 63, 67, 92, 102, 109, 137, 143, 149]",0.06591582298278809,2025-12-17T21:54:09.615678
174,73,11,"[6, 11, 23, 37, 50, 57, 60, 62, 79, 85, 172]",0.11277961730957031,2025-12-17T21:54:09.728588
174,74,11,"[11, 20, 31, 67, 75, 96, 117, 137, 141, 154, 160]",0.09061050415039062,2025-12-17T21:54:09.819330
174,76,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.06029939651489258,2025-12-17T21:54:09.879744
174,77,12,"[11, 23, 24, 26, 67, 86, 88, 91, 97, 117, 137, 154]",0.11506366729736328,2025-12-17T21:54:09.994919
174,79,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.05926632881164551,2025-12-17T21:54:10.054313
174,80,11,"[6, 9, 27, 40, 45, 63, 68, 85, 97, 105, 171]",0.10909605026245117,2025-12-17T21:54:10.163532
174,82,11,"[14, 39, 48, 55, 75, 108, 124, 138, 142, 148, 169]",0.1031637191772461,2025-12-17T21:54:10.266825
174,83,10,"[18, 33, 54, 60, 71, 124, 131, 138, 146, 171]",0.08143782615661621,2025-12-17T21:54:10.348386
174,85,7,"[0, 1, 2, 3, 4, 5, 6]",0.041434288024902344,2025-12-17T21:54:10.389945
174,86,5,"[0, 1, 2, 3, 4]",0.020603656768798828,2025-12-17T21:54:10.410667
174,88,5,"[0, 1, 2, 3, 4]",0.020641088485717773,2025-12-17T21:54:10.431487
174,89,7,"[0, 1, 2, 3, 4, 5, 6]",0.04136776924133301,2025-12-17T21:54:10.472955
174,91,10,"[18, 33, 54, 60, 71, 124, 131, 138, 146, 171]",0.08188843727111816,2025-12-17T21:54:10.554955
174,92,11,"[14, 39, 48, 55, 75, 108, 124, 138, 142, 148, 169]",0.10393357276916504,2025-12-17T21:54:10.659013
174,94,11,"[6, 9, 27, 40, 45, 63, 68, 85, 97, 105, 171]",0.10947275161743164,2025-12-17T21:54:10.768612
174,95,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.06488561630249023,2025-12-17T21:54:10.833630
174,97,12,"[11, 23, 24, 26, 67, 86, 88, 91, 97, 117, 137, 154]",0.12868642807006836,2025-12-17T21:54:10.962484
174,98,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.06160545349121094,2025-12-17T21:54:11.024223
174,100,11,"[11, 20, 31, 67, 75, 96, 117, 137, 141, 154, 160]",0.09208226203918457,2025-12-17T21:54:11.116423
174,101,11,"[6, 11, 23, 37, 50, 57, 60, 62, 79, 85, 172]",0.1145927906036377,2025-12-17T21:54:11.231145
174,103,9,"[35, 63, 67, 92, 102, 109, 137, 143, 149]",0.06630682945251465,2025-12-17T21:54:11.297583
174,104,11,"[11, 20, 31, 67, 75, 96, 117, 137, 141, 154, 160]",0.09612417221069336,2025-12-17T21:54:11.393825
174,106,11,"[0, 28, 40, 45, 67, 75, 87, 111, 116, 128, 129]",0.10218310356140137,2025-12-17T21:54:11.496126
174,107,11,"[26, 39, 41, 45, 60, 63, 90, 104, 143, 158, 170]",0.12171053886413574,2025-12-17T21:54:11.617965
174,109,5,"[18, 53, 68, 165, 171]",0.023587942123413086,2025-12-17T21:54:11.641679
174,110,8,"[0, 3, 52, 55, 113, 116, 165, 168]",0.04464530944824219,2025-12-17T21:54:11.686437
174,112,6,"[0, 3, 56, 59, 115, 118]",0.02676868438720703,2025-12-17T21:54:11.713324
174,113,3,"[0, 58, 116]",0.0065839290618896484,2025-12-17T21:54:11.720003
174,115,3,"[0, 3, 118]",0.009087324142456055,2025-12-17T21:54:11.729153
174,116,35,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68, 72, 76, 80, 84, 88, 92, 96, 100, 104, 108, 112, 116, 120, 124, 128, 132, 136]",0.5759854316711426,2025-12-17T21:54:12.305211
174,118,4,"[0, 3, 121, 124]",0.01326751708984375,2025-12-17T21:54:12.318604
174,119,3,"[0, 58, 116]",0.0064923763275146484,2025-12-17T21:54:12.325188
174,121,5,"[18, 53, 68, 165, 171]",0.023621320724487305,2025-12-17T21:54:12.348880
174,122,8,"[0, 3, 27, 30, 76, 79, 125, 128]",0.04770612716674805,2025-12-17T21:54:12.396700
174,124,9,"[2, 26, 34, 67, 76, 135, 141, 169, 170]",0.07433080673217773,2025-12-17T21:54:12.471167
174,125,10,"[18, 33, 61, 67, 76, 80, 101, 117, 165, 171]",0.0843501091003418,2025-12-17T21:54:12.555642
174,127,9,"[2, 26, 34, 67, 76, 135, 141, 169, 170]",0.06811308860778809,2025-12-17T21:54:12.623891
174,128,12,"[1, 39, 40, 55, 56, 71, 87, 107, 108, 114, 139, 150]",0.11754179000854492,2025-12-17T21:54:12.741635
174,130,10,"[17, 31, 76, 79, 80, 84, 129, 159, 169, 170]",0.09529709815979004,2025-12-17T21:54:12.837083
174,131,10,"[17, 31, 76, 79, 80, 84, 129, 159, 169, 170]",0.09252309799194336,2025-12-17T21:54:12.929732
174,133,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.06041717529296875,2025-12-17T21:54:12.990276
174,134,10,"[11, 24, 31, 67, 88, 91, 97, 117, 137, 154]",0.08203268051147461,2025-12-17T21:54:13.072428
174,136,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.05984139442443848,2025-12-17T21:54:13.132389
174,137,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.08332633972167969,2025-12-17T21:54:13.215847
174,139,12,"[1, 39, 40, 55, 56, 71, 87, 107, 108, 114, 139, 150]",0.12392163276672363,2025-12-17T21:54:13.339886
174,140,11,"[18, 41, 43, 62, 68, 97, 118, 136, 155, 162, 165]",0.09458732604980469,2025-12-17T21:54:13.434598
174,142,6,"[0, 29, 58, 87, 116, 145]",0.0256502628326416,2025-12-17T21:54:13.460366
174,143,5,"[0, 34, 68, 102, 136]",0.0183408260345459,2025-12-17T21:54:13.478805
174,145,22,"[7, 9, 27, 29, 45, 66, 67, 71, 80, 84, 88, 89, 102, 111, 130, 137, 148, 152, 157, 164, 165, 170]",0.4525442123413086,2025-12-17T21:54:13.931446
174,146,7,"[18, 43, 62, 136, 155, 162, 165]",0.04418134689331055,2025-12-17T21:54:13.975758
174,148,6,"[0, 29, 58, 87, 116, 145]",0.025722742080688477,2025-12-17T21:54:14.001699
174,149,10,"[36, 54, 67, 80, 101, 117, 127, 145, 164, 167]",0.07966470718383789,2025-12-17T21:54:14.081456
174,151,11,"[27, 39, 41, 50, 76, 95, 129, 138, 155, 160, 163]",0.09797453880310059,2025-12-17T21:54:14.179558
174,152,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.05941653251647949,2025-12-17T21:54:14.239089
174,154,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.07701969146728516,2025-12-17T21:54:14.316224
174,155,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.06439614295959473,2025-12-17T21:54:14.380747
174,157,11,"[27, 39, 41, 50, 76, 95, 129, 138, 155, 160, 163]",0.09715771675109863,2025-12-17T21:54:14.478026
174,158,12,"[32, 44, 49, 75, 83, 97, 103, 107, 141, 157, 170, 173]",0.12387514114379883,2025-12-17T21:54:14.602033
174,160,13,"[16, 20, 35, 38, 39, 54, 59, 81, 85, 98, 104, 106, 138]",0.16287827491760254,2025-12-17T21:54:14.765033
174,161,11,"[35, 56, 63, 67, 92, 102, 109, 130, 137, 143, 149]",0.11301398277282715,2025-12-17T21:54:14.878185
174,163,11,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.09622573852539062,2025-12-17T21:54:14.974532
174,164,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0713200569152832,2025-12-17T21:54:15.045972
174,166,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.048447370529174805,2025-12-17T21:54:15.094536
174,167,7,"[0, 1, 2, 3, 4, 5, 6]",0.03527498245239258,2025-12-17T21:54:15.129929
174,169,5,"[0, 1, 2, 3, 4]",0.020693540573120117,2025-12-17T21:54:15.150746
174,170,4,"[0, 1, 2, 3]",0.013676643371582031,2025-12-17T21:54:15.164524
174,172,3,"[0, 1, 2]",0.007456302642822266,2025-12-17T21:54:15.172072
174,173,2,"[55, 59]",0.00536036491394043,2025-12-17T21:54:15.177509
175,1,2,"[55, 59]",0.005089282989501953,2025-12-17T21:54:15.182749
175,2,3,"[0, 1, 2]",0.007393836975097656,2025-12-17T21:54:15.190243
175,4,4,"[0, 1, 2, 3]",0.013425111770629883,2025-12-17T21:54:15.203750
175,5,5,"[0, 1, 2, 3, 4]",0.019790172576904297,2025-12-17T21:54:15.223628
175,6,2,"[0, 3]",0.004115104675292969,2025-12-17T21:54:15.227838
175,7,7,"[0, 1, 2, 3, 4, 5, 6]",0.035791873931884766,2025-12-17T21:54:15.263728
175,8,8,"[0, 1, 2, 3, 4, 5, 6, 7]",0.04857206344604492,2025-12-17T21:54:15.312406
175,9,3,"[0, 3, 12]",0.008799076080322266,2025-12-17T21:54:15.321404
175,10,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0708155632019043,2025-12-17T21:54:15.392287
175,11,11,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0.09080743789672852,2025-12-17T21:54:15.483210
175,12,4,"[0, 3, 15, 18]",0.014976263046264648,2025-12-17T21:54:15.498299
175,13,11,"[35, 56, 63, 67, 92, 102, 109, 130, 137, 143, 149]",0.10461735725402832,2025-12-17T21:54:15.603022
175,14,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.07210087776184082,2025-12-17T21:54:15.675313
175,15,6,"[0, 3, 18, 21, 36, 39]",0.02776813507080078,2025-12-17T21:54:15.703248
175,16,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.055593252182006836,2025-12-17T21:54:15.759022
175,17,12,"[0, 14, 28, 42, 56, 70, 84, 98, 112, 126, 140, 154]",0.1136317253112793,2025-12-17T21:54:15.872912
175,18,8,"[0, 21, 42, 63, 84, 105, 126, 147]",0.047186851501464844,2025-12-17T21:54:15.920214
175,19,12,"[6, 39, 41, 45, 60, 63, 85, 104, 105, 143, 158, 171]",0.13534760475158691,2025-12-17T21:54:16.055679
175,20,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.07680439949035645,2025-12-17T21:54:16.132614
175,21,8,"[41, 53, 68, 90, 94, 165, 171, 174]",0.05066943168640137,2025-12-17T21:54:16.183404
175,22,7,"[0, 25, 50, 75, 100, 125, 150]",0.034380435943603516,2025-12-17T21:54:16.217896
175,23,8,"[17, 30, 60, 63, 103, 145, 152, 172]",0.05679178237915039,2025-12-17T21:54:16.274799
175,24,8,"[0, 21, 42, 63, 84, 105, 126, 147]",0.04526329040527344,2025-12-17T21:54:16.320311
175,25,22,"[0, 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98, 105, 112, 119, 126, 133, 140, 147]",0.46726155281066895,2025-12-17T21:54:16.787680
175,26,11,"[1, 40, 50, 56, 71, 107, 108, 114, 139, 150, 166]",0.08576083183288574,2025-12-17T21:54:16.873671
175,27,11,"[0, 15, 30, 45, 60, 75, 90, 105, 120, 135, 150]",0.09307456016540527,2025-12-17T21:54:16.966856
175,28,7,"[0, 25, 50, 75, 100, 125, 150]",0.036102294921875,2025-12-17T21:54:17.003079
175,29,12,"[14, 17, 20, 40, 47, 122, 128, 130, 135, 149, 152, 172]",0.12798261642456055,2025-12-17T21:54:17.131184
175,30,10,"[41, 53, 68, 90, 93, 94, 162, 165, 171, 174]",0.07818961143493652,2025-12-17T21:54:17.209501
175,31,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.0779578685760498,2025-12-17T21:54:17.287583
175,32,5,"[0, 35, 70, 105, 140]",0.017592191696166992,2025-12-17T21:54:17.305299
175,33,11,"[0, 15, 30, 45, 60, 75, 90, 105, 120, 135, 150]",0.0915994644165039,2025-12-17T21:54:17.397024
175,34,12,"[2, 29, 64, 68, 87, 119, 135, 137, 141, 152, 164, 174]",0.12868547439575195,2025-12-17T21:54:17.525827
175,35,26,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84, 90, 96, 102, 108, 114, 120, 126, 132, 138, 144, 150]",0.49941277503967285,2025-12-17T21:54:18.025369
175,36,12,"[17, 50, 80, 84, 93, 110, 133, 137, 159, 169, 170, 171]",0.13945674896240234,2025-12-17T21:54:18.164965
175,37,10,"[7, 8, 22, 23, 55, 59, 108, 129, 151, 154]",0.08442091941833496,2025-12-17T21:54:18.249510
175,38,5,"[0, 35, 70, 105, 140]",0.01812458038330078,2025-12-17T21:54:18.267757
175,39,12,"[0, 14, 28, 42, 56, 70, 84, 98, 112, 126, 140, 154]",0.1081991195678711,2025-12-17T21:54:18.376067
175,40,7,"[33, 61, 67, 80, 101, 165, 171]",0.04636549949645996,2025-12-17T21:54:18.422549
175,41,12,"[0, 27, 28, 40, 45, 67, 75, 111, 116, 128, 129, 160]",0.11819124221801758,2025-12-17T21:54:18.540866
175,42,11,"[0, 15, 30, 45, 60, 75, 90, 105, 120, 135, 150]",0.08906912803649902,2025-12-17T21:54:18.630057
175,43,4,"[0, 43, 86, 129]",0.014625787734985352,2025-12-17T21:54:18.644801
175,44,10,"[17, 31, 76, 79, 80, 84, 129, 159, 169, 170]",0.10068225860595703,2025-12-17T21:54:18.745613
175,45,11,"[27, 39, 41, 45, 50, 76, 95, 129, 155, 160, 163]",0.10598969459533691,2025-12-17T21:54:18.851747
175,46,4,"[0, 43, 86, 129]",0.011773109436035156,2025-12-17T21:54:18.863661
175,47,7,"[0, 25, 50, 75, 100, 125, 150]",0.03487849235534668,2025-12-17T21:54:18.898639
175,48,9,"[27, 39, 45, 50, 76, 129, 155, 160, 163]",0.0627901554107666,2025-12-17T21:54:18.961549
175,49,9,"[18, 33, 67, 76, 80, 101, 117, 165, 171]",0.0672461986541748,2025-12-17T21:54:19.028924
175,50,20,"[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152]",0.3568260669708252,2025-12-17T21:54:19.385904
175,51,11,"[11, 20, 31, 67, 75, 96, 117, 137, 141, 154, 160]",0.10318851470947266,2025-12-17T21:54:19.489307
175,52,12,"[6, 39, 41, 45, 60, 63, 85, 104, 105, 143, 158, 171]",0.12759041786193848,2025-12-17T21:54:19.617019
175,53,7,"[0, 25, 50, 75, 100, 125, 150]",0.03736591339111328,2025-12-17T21:54:19.654514
175,54,9,"[0, 19, 38, 57, 76, 95, 114, 133, 152]",0.05642414093017578,2025-12-17T21:54:19.711071
175,55,11,"[2, 18, 25, 33, 54, 67, 117, 129, 137, 144, 159]",0.0976252555847168,2025-12-17T21:54:19.808823
175,56,9,"[9, 19, 28, 37, 38, 94, 139, 141, 149]",0.07805252075195312,2025-12-17T21:54:19.887009
175,57,9,"[14, 20, 21, 28, 61, 78, 92, 124, 145]",0.06495952606201172,2025-12-17T21:54:19.952103
175,58,10,"[2, 9, 19, 28, 38, 94, 139, 141, 143, 149]",0.08676648139953613,2025-12-17T21:54:20.039006
175,59,12,"[12, 16, 23, 28, 39, 40, 97, 98, 108, 152, 160, 174]",0.12585210800170898,2025-12-17T21:54:20.164988
175,60,11,"[1, 40, 50, 56, 71, 107, 108, 114, 139, 150, 166]",0.09513592720031738,2025-12-17T21:54:20.260248
175,61,11,"[23, 24, 26, 39, 55, 71, 86, 87, 88, 91, 97]",0.1003108024597168,2025-12-17T21:54:20.360676
175,62,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.06790494918823242,2025-12-17T21:54:20.428710
175,63,10,"[17, 20, 49, 75, 92, 96, 141, 147, 158, 160]",0.0729975700378418,2025-12-17T21:54:20.501831
175,64,11,"[18, 41, 43, 62, 68, 118, 136, 155, 162, 165, 174]",0.10064816474914551,2025-12-17T21:54:20.602665
175,65,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.07286357879638672,2025-12-17T21:54:20.675643
175,66,8,"[17, 30, 60, 63, 103, 145, 152, 172]",0.06270122528076172,2025-12-17T21:54:20.738474
175,67,5,"[0, 35, 70, 105, 140]",0.018981218338012695,2025-12-17T21:54:20.757578
175,68,12,"[8, 14, 41, 56, 58, 62, 69, 83, 97, 118, 142, 163]",0.11954426765441895,2025-12-17T21:54:20.877231
175,69,11,"[35, 56, 63, 67, 92, 102, 109, 130, 137, 143, 149]",0.11329221725463867,2025-12-17T21:54:20.990649
175,70,26,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84, 90, 96, 102, 108, 114, 120, 126, 132, 138, 144, 150]",0.486175537109375,2025-12-17T21:54:21.477038
175,71,10,"[6, 50, 56, 71, 107, 114, 139, 143, 150, 166]",0.08225011825561523,2025-12-17T21:54:21.559406
175,72,7,"[0, 25, 50, 75, 100, 125, 150]",0.03509402275085449,2025-12-17T21:54:21.594626
175,73,5,"[0, 35, 70, 105, 140]",0.017910480499267578,2025-12-17T21:54:21.612650
175,74,12,"[8, 14, 41, 56, 58, 62, 69, 83, 97, 118, 142, 163]",0.1548013687133789,2025-12-17T21:54:21.767538
175,75,18,"[0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90, 99, 108, 117, 126, 135, 144, 153]",0.29816341400146484,2025-12-17T21:54:22.065837
175,76,12,"[11, 23, 24, 26, 67, 86, 88, 91, 97, 117, 137, 154]",0.11228561401367188,2025-12-17T21:54:22.178243
175,77,9,"[23, 24, 26, 67, 86, 88, 91, 97, 154]",0.06252861022949219,2025-12-17T21:54:22.240892
175,78,7,"[0, 25, 50, 75, 100, 125, 150]",0.03394317626953125,2025-12-17T21:54:22.274958
175,79,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.07797026634216309,2025-12-17T21:54:22.353041
175,80,6,"[0, 3, 83, 86, 166, 169]",0.027744531631469727,2025-12-17T21:54:22.380904
175,81,13,"[0, 13, 26, 39, 52, 65, 78, 91, 104, 117, 130, 143, 156]",0.12952685356140137,2025-12-17T21:54:22.510549
175,82,10,"[0, 17, 34, 51, 68, 85, 102, 119, 136, 153]",0.0724949836730957,2025-12-17T21:54:22.583161
175,83,4,"[0, 3, 86, 89]",0.013736724853515625,2025-12-17T21:54:22.597011
